kernel,distribution,format,storage_bits,n,m,comparison,finite_pairs,mse,mse_relative_cluster_standard_error,target,status
gemv,normal_0_1,e3m4,8,256,1024,total_x2,16384,0.0913287480820869323724,0.0288384854238375004723,0.05,pass
gemv,normal_0_1,e3m4,8,256,1024,total_x4,16384,0.0913287480820869323724,0.0288384854238375004723,0.05,pass
gemv,normal_0_1,e3m4,8,1024,1024,storage,16384,0.375408673603018578697,0.0187949307924708168879,0.05,pass
gemv,normal_0_1,e3m4,8,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,1024,1024,total_x1,16384,0.375408673603018578697,0.0187949307924708168879,0.05,pass
gemv,normal_0_1,e3m4,8,1024,1024,total_x2,16384,0.375408673603018578697,0.0187949307924708168879,0.05,pass
gemv,normal_0_1,e3m4,8,1024,1024,total_x4,16384,0.375408673603018578697,0.0187949307924708168879,0.05,pass
gemv,normal_0_1,e3m4,8,4096,1024,storage,16384,1.49158723630800961707,0.0131686528193978915245,0.05,pass
gemv,normal_0_1,e3m4,8,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,4096,1024,total_x1,16384,1.49158723630800961707,0.0131686528193978915245,0.05,pass
gemv,normal_0_1,e3m4,8,4096,1024,total_x2,16384,1.49158723630800961707,0.0131686528193978915245,0.05,pass
gemv,normal_0_1,e3m4,8,4096,1024,total_x4,16384,1.49158723630800961707,0.0131686528193978915245,0.05,pass
gemv,normal_0_1,e3m4,8,16384,1024,storage,16384,5.77733158093455505602,0.0112481351589778762198,0.05,pass
gemv,normal_0_1,e3m4,8,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,16384,1024,total_x1,16384,5.77733158093455505602,0.0112481351589778762198,0.05,pass
gemv,normal_0_1,e3m4,8,16384,1024,total_x2,16384,5.77733158093455505602,0.0112481351589778762198,0.05,pass
gemv,normal_0_1,e3m4,8,16384,1024,total_x4,16384,5.77733158093455505602,0.0112481351589778762198,0.05,pass
gemv,normal_0_1,e3m4,8,65536,1024,storage,16384,23.4916603240654525385,0.0133311407579545639776,0.05,pass
gemv,normal_0_1,e3m4,8,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e3m4,8,65536,1024,total_x1,16384,23.4916603240654525385,0.0133311407579545639776,0.05,pass
gemv,normal_0_1,e3m4,8,65536,1024,total_x2,16384,23.4916603240654525385,0.0133311407579545639776,0.05,pass
gemv,normal_0_1,e3m4,8,65536,1024,total_x4,16384,23.4916603240654525385,0.0133311407579545639776,0.05,pass
gemv,uniform_0_1,fp8_e4m3,8,256,1024,storage,16384,0.0269959078003271023369,0.0746549485660024906921,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,256,1024,total_x1,16384,0.0269959078003271023369,0.0746549485660024906921,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,256,1024,total_x2,16384,0.0269959078003271023369,0.0746549485660024906921,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,256,1024,total_x4,16384,0.0269959078003271023369,0.0746549485660024906921,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,storage,16384,0.144559533503379432606,0.136475739763114628446,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,total_x1,16384,0.144559533503379432606,0.136475739763114628446,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,total_x2,16384,0.144559533503379432606,0.136475739763114628446,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,1024,1024,total_x4,16384,0.144559533503379432606,0.136475739763114628446,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,storage,16384,0.395552681324640788263,0.0638695975017320981078,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,total_x1,16384,0.395552681324640788263,0.0638695975017320981078,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,total_x2,16384,0.395552681324640788263,0.0638695975017320981078,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,4096,1024,total_x4,16384,0.395552681324640788263,0.0638695975017320981078,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,storage,16384,2.21665015190322075103,0.160882715270300001475,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,total_x1,16384,2.21665015190322075103,0.160882715270300001475,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,total_x2,16384,2.21665015190322075103,0.160882715270300001475,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,16384,1024,total_x4,16384,2.21665015190322075103,0.160882715270300001475,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,storage,16384,7.28339324453322385644,0.0927026544928341177091,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,total_x1,16384,7.28339324453322385644,0.0927026544928341177091,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,total_x2,16384,7.28339324453322385644,0.0927026544928341177091,0.05,review
gemv,uniform_0_1,fp8_e4m3,8,65536,1024,total_x4,16384,7.28339324453322385644,0.0927026544928341177091,0.05,review
gemv,normal_0_1,fp8_e4m3,8,256,1024,storage,16384,0.358200465924109064347,0.0245259551971885943136,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,256,1024,total_x1,16384,0.358200465924109064347,0.0245259551971885943136,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,256,1024,total_x2,16384,0.358200465924109064347,0.0245259551971885943136,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,256,1024,total_x4,16384,0.358200465924109064347,0.0245259551971885943136,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,1024,1024,storage,16384,1.45326113228479773766,0.0215513519495834028564,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,1024,1024,total_x1,16384,1.45326113228479773766,0.0215513519495834028564,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,1024,1024,total_x2,16384,1.45326113228479773766,0.0215513519495834028564,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,1024,1024,total_x4,16384,1.45326113228479773766,0.0215513519495834028564,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,4096,1024,storage,16384,5.88571010197788279262,0.0136694803226175862036,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,4096,1024,total_x1,16384,5.88571010197788279262,0.0136694803226175862036,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,4096,1024,total_x2,16384,5.88571010197788279262,0.0136694803226175862036,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,4096,1024,total_x4,16384,5.88571010197788279262,0.0136694803226175862036,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,16384,1024,storage,16384,22.6304948942077518333,0.00914166309597520873209,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,16384,1024,total_x1,16384,22.6304948942077518333,0.00914166309597520873209,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,16384,1024,total_x2,16384,22.6304948942077518333,0.00914166309597520873209,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,16384,1024,total_x4,16384,22.6304948942077518333,0.00914166309597520873209,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,65536,1024,storage,16384,90.5687974838040123424,0.0123768948962024221942,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e4m3,8,65536,1024,total_x1,16384,90.5687974838040123424,0.0123768948962024221942,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,65536,1024,total_x2,16384,90.5687974838040123424,0.0123768948962024221942,0.05,pass
gemv,normal_0_1,fp8_e4m3,8,65536,1024,total_x4,16384,90.5687974838040123424,0.0123768948962024221942,0.05,pass
gemv,uniform_0_1,fp8_e5m2,8,256,1024,storage,16384,0.126472333405317310435,0.10505919037392165194,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,256,1024,total_x1,16384,0.126472333405317310435,0.10505919037392165194,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,256,1024,total_x2,16384,0.126472333405317310435,0.10505919037392165194,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,256,1024,total_x4,16384,0.126472333405317310435,0.10505919037392165194,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,storage,16384,0.4434599574537628833,0.0783843477471172365011,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,total_x1,16384,0.4434599574537628833,0.0783843477471172365011,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,total_x2,16384,0.4434599574537628833,0.0783843477471172365011,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,1024,1024,total_x4,16384,0.4434599574537628833,0.0783843477471172365011,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,storage,16384,1.9856439643732584371,0.0922726773519528056539,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,total_x1,16384,1.9856439643732584371,0.0922726773519528056539,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,total_x2,16384,1.9856439643732584371,0.0922726773519528056539,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,4096,1024,total_x4,16384,1.9856439643732584371,0.0922726773519528056539,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,storage,16384,11.5528917091162301525,0.160057090356219774402,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,total_x1,16384,11.5528917091162301525,0.160057090356219774402,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,total_x2,16384,11.5528917091162301525,0.160057090356219774402,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,16384,1024,total_x4,16384,11.5528917091162301525,0.160057090356219774402,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,storage,16384,33.0946036100738657758,0.135365591490004581109,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,total_x1,16384,33.0946036100738657758,0.135365591490004581109,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,total_x2,16384,33.0946036100738657758,0.135365591490004581109,0.05,review
gemv,uniform_0_1,fp8_e5m2,8,65536,1024,total_x4,16384,33.0946036100738657758,0.135365591490004581109,0.05,review
gemv,normal_0_1,fp8_e5m2,8,256,1024,storage,16384,1.45557133129784348668,0.0343850571140547925027,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,256,1024,total_x1,16384,1.45557133129784348668,0.0343850571140547925027,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,256,1024,total_x2,16384,1.45557133129784348668,0.0343850571140547925027,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,256,1024,total_x4,16384,1.45557133129784348668,0.0343850571140547925027,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,1024,1024,storage,16384,5.79889448352263823247,0.0132164688028211465261,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,1024,1024,total_x1,16384,5.79889448352263823247,0.0132164688028211465261,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,1024,1024,total_x2,16384,5.79889448352263823247,0.0132164688028211465261,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,1024,1024,total_x4,16384,5.79889448352263823247,0.0132164688028211465261,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,4096,1024,storage,16384,22.8738872891220859744,0.0143479410908591624058,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,4096,1024,total_x1,16384,22.8738872891220859744,0.0143479410908591624058,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,4096,1024,total_x2,16384,22.8738872891220859744,0.0143479410908591624058,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,4096,1024,total_x4,16384,22.8738872891220859744,0.0143479410908591624058,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,16384,1024,storage,16384,91.5554155766430429395,0.0107871887542362697014,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,16384,1024,total_x1,16384,91.5554155766430429395,0.0107871887542362697014,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,16384,1024,total_x2,16384,91.5554155766430429395,0.0107871887542362697014,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,16384,1024,total_x4,16384,91.5554155766430429395,0.0107871887542362697014,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,65536,1024,storage,16384,362.380774097504577469,0.0102717485443174204128,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,fp8_e5m2,8,65536,1024,total_x1,16384,362.380774097504577469,0.0102717485443174204128,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,65536,1024,total_x2,16384,362.380774097504577469,0.0102717485443174204128,0.05,pass
gemv,normal_0_1,fp8_e5m2,8,65536,1024,total_x4,16384,362.380774097504577469,0.0102717485443174204128,0.05,pass
gemv,uniform_0_1,e1m14,16,256,1024,storage,16384,2.12431944416924242032e-07,0.108986962405172085315,0.05,review
gemv,uniform_0_1,e1m14,16,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,256,1024,total_x1,16384,2.12431944416924242032e-07,0.108986962405172085315,0.05,review
gemv,uniform_0_1,e1m14,16,256,1024,total_x2,16384,2.12431944416924242032e-07,0.108986962405172085315,0.05,review
gemv,uniform_0_1,e1m14,16,256,1024,total_x4,16384,2.12431944416924242032e-07,0.108986962405172085315,0.05,review
gemv,uniform_0_1,e1m14,16,1024,1024,storage,16384,7.83931684484496635388e-07,0.0622035798892709971243,0.05,review
gemv,uniform_0_1,e1m14,16,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,1024,1024,total_x1,16384,7.83931684484496635388e-07,0.0622035798892709971243,0.05,review
gemv,uniform_0_1,e1m14,16,1024,1024,total_x2,16384,7.83931684484496635388e-07,0.0622035798892709971243,0.05,review
gemv,uniform_0_1,e1m14,16,1024,1024,total_x4,16384,7.83931684484496635388e-07,0.0622035798892709971243,0.05,review
gemv,uniform_0_1,e1m14,16,4096,1024,storage,16384,4.60040248257784275829e-06,0.173297144922941942581,0.05,review
gemv,uniform_0_1,e1m14,16,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,4096,1024,total_x1,16384,4.60040248257784275829e-06,0.173297144922941942581,0.05,review
gemv,uniform_0_1,e1m14,16,4096,1024,total_x2,16384,4.60040248257784275829e-06,0.173297144922941942581,0.05,review
gemv,uniform_0_1,e1m14,16,4096,1024,total_x4,16384,4.60040248257784275829e-06,0.173297144922941942581,0.05,review
gemv,uniform_0_1,e1m14,16,16384,1024,storage,16384,1.7533041180031530753e-05,0.119590173850910088165,0.05,review
gemv,uniform_0_1,e1m14,16,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,16384,1024,total_x1,16384,1.7533041180031530753e-05,0.119590173850910088165,0.05,review
gemv,uniform_0_1,e1m14,16,16384,1024,total_x2,16384,1.7533041180031530753e-05,0.119590173850910088165,0.05,review
gemv,uniform_0_1,e1m14,16,16384,1024,total_x4,16384,1.7533041180031530753e-05,0.119590173850910088165,0.05,review
gemv,uniform_0_1,e1m14,16,65536,1024,storage,16384,4.63279481594383727766e-05,0.0753051721597481307603,0.05,review
gemv,uniform_0_1,e1m14,16,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e1m14,16,65536,1024,total_x1,16384,4.63279481594383727766e-05,0.0753051721597481307603,0.05,review
gemv,uniform_0_1,e1m14,16,65536,1024,total_x2,16384,4.63279481594383727766e-05,0.0753051721597481307603,0.05,review
gemv,uniform_0_1,e1m14,16,65536,1024,total_x4,16384,4.63279481594383727766e-05,0.0753051721597481307603,0.05,review
gemv,normal_0_1,e1m14,16,256,1024,storage,16384,0.00206090534720545125704,0.19608137145863291129,0.05,review
gemv,normal_0_1,e1m14,16,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,256,1024,total_x1,16384,0.00206090534720545125704,0.19608137145863291129,0.05,review
gemv,normal_0_1,e1m14,16,256,1024,total_x2,16384,0.00206090534720545125704,0.19608137145863291129,0.05,review
gemv,normal_0_1,e1m14,16,256,1024,total_x4,16384,0.00206090534720545125704,0.19608137145863291129,0.05,review
gemv,normal_0_1,e1m14,16,1024,1024,storage,16384,0.0113617748096566250416,0.376132300619687608151,0.05,review
gemv,normal_0_1,e1m14,16,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,1024,1024,total_x1,16384,0.0113617748096566250416,0.376132300619687608151,0.05,review
gemv,normal_0_1,e1m14,16,1024,1024,total_x2,16384,0.0113617748096566250416,0.376132300619687608151,0.05,review
gemv,normal_0_1,e1m14,16,1024,1024,total_x4,16384,0.0113617748096566250416,0.376132300619687608151,0.05,review
gemv,normal_0_1,e1m14,16,4096,1024,storage,16384,0.037468048856694674808,0.204301878263588623981,0.05,review
gemv,normal_0_1,e1m14,16,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,4096,1024,total_x1,16384,0.037468048856694674808,0.204301878263588623981,0.05,review
gemv,normal_0_1,e1m14,16,4096,1024,total_x2,16384,0.037468048856694674808,0.204301878263588623981,0.05,review
gemv,normal_0_1,e1m14,16,4096,1024,total_x4,16384,0.037468048856694674808,0.204301878263588623981,0.05,review
gemv,normal_0_1,e1m14,16,16384,1024,storage,16384,0.223876565445570441709,0.409856767090019656342,0.05,review
gemv,normal_0_1,e1m14,16,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,16384,1024,total_x1,16384,0.223876565445570441709,0.409856767090019656342,0.05,review
gemv,normal_0_1,e1m14,16,16384,1024,total_x2,16384,0.223876565445570441709,0.409856767090019656342,0.05,review
gemv,normal_0_1,e1m14,16,16384,1024,total_x4,16384,0.223876565445570441709,0.409856767090019656342,0.05,review
gemv,normal_0_1,e1m14,16,65536,1024,storage,16384,0.720396578257583729515,0.0936379994759924342762,0.05,review
gemv,normal_0_1,e1m14,16,65536,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,65536,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e1m14,16,65536,1024,total_x1,16384,0.720396578257583729515,0.0936379994759924342762,0.05,review
gemv,normal_0_1,e1m14,16,65536,1024,total_x2,16384,0.720396578257583729515,0.0936379994759924342762,0.05,review
gemv,normal_0_1,e1m14,16,65536,1024,total_x4,16384,0.720396578257583729515,0.0936379994759924342762,0.05,review
gemv,uniform_0_1,e2m13,16,256,1024,storage,16384,2.12431944416924242032e-07,0.108986962405172085315,0.05,review
gemv,uniform_0_1,e2m13,16,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e2m13,16,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
