gpu,compute_capability,distribution,format,storage_bits,component,lanes,n,m,leading_dimension,blocks,threads,decode_repeats,decoded_values,unique_storage_bytes,requested_storage_bytes,useful_flops,modeled_flops,arithmetic_intensity_unique,arithmetic_intensity_requested,theoretical_hbm_gb_per_s,modeled_fp64_gflop_per_s,sample_count,median_time_ms,mean_time_ms,stdev_time_ms,cv_percent,mad_time_ms,p05_time_ms,p95_time_ms,min_time_ms,max_time_ms,median_decoded_gvalues_per_s,median_unique_storage_gb_per_s,median_requested_storage_gb_per_s,median_useful_gflop_per_s
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,1,4096,1,4096,16,256,0,8192.0,8456.0,8456.0,8192.0,8207.0,0.9687795648060549,0.9687795648060549,4814.304,30159.36,15,0.004200593387735405,0.0042005595936435375,2.9860227058843354e-07,0.007108630741491943,2.79179549983119e-07,0.004200132665819518,0.004200937444375934,0.0042001239272726285,0.004200999673421966,1.9502006606777078,2.0130489241565797,2.0130489241565797,1.9502006606777078
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,1,65536,1,65536,256,256,0,131072.0,135176.0,135176.0,131072.0,131327.0,0.9696395809907085,0.9696395809907085,4814.304,30159.36,15,0.004434448222566254,0.0044344401288022315,6.915360612034508e-07,0.015594664514959607,4.116373924648378e-07,0.004433385323313137,0.004435392045382006,0.004433049391228602,0.004435641848371615,29.55767965290335,30.48316119965258,30.48316119965258,29.55767965290335
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,2,1048576,1,1048576,2048,256,0,2097152.0,2129928.0,2129928.0,2097152.0,2099199.0,0.9846116864044231,0.9846116864044231,4814.304,30159.36,15,0.008415800831444772,0.008417366649994129,1.331477382433178e-05,0.15818217713423552,1.3114175223118835e-05,0.008394776300141625,0.008434138663818529,0.008393553263908761,0.00843760616299854,249.19220903662642,253.08678789566213,253.08678789566213,249.19220903662642
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,2,134217728,1,134217728,2112,256,0,268435456.0,268469256.0,268469256.0,268435456.0,268437567.0,0.9998741010404558,0.9998741010404558,4814.304,30159.36,15,0.1445859427590972,0.14461574616169853,9.239612160497572e-05,0.06389077542196911,6.866455078125e-05,0.1445008490849467,0.14475215522988327,0.14449366782475442,0.1447695574714142,1856.5805975153164,1856.814368512379,1856.814368512379,1856.5805975153164
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,2,16777216,1,16777216,2112,256,0,33554432.0,33588232.0,33588232.0,33554432.0,33556543.0,0.9989936951727617,0.9989936951727617,4814.304,30159.36,15,0.022047586702953825,0.022048261926966326,3.693871686997563e-05,0.16753573135303423,3.432611271329822e-05,0.021997192795711884,0.02209952066325987,0.021996613658110044,0.022104297200389363,1521.909515634405,1523.4425632398131,1523.4425632398131,1521.909515634405
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,2,4096,1,4096,8,256,0,8192.0,8328.0,8328.0,8192.0,8199.0,0.983669548511047,0.983669548511047,4814.304,30159.36,15,0.004201370943802565,0.004201369277649433,3.32422889527944e-07,0.0079122511628858,2.661877979651811e-07,0.004200788147239241,0.00420174916056349,0.0042006390265339425,0.0042018235820700444,1.9498397331671,1.982210119362257,1.982210119362257,1.9498397331671
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,2,65536,1,65536,128,256,0,131072.0,133128.0,133128.0,131072.0,131199.0,0.9845562165735232,0.9845562165735232,4814.304,30159.36,15,0.004387970345611947,0.004388064020746821,3.276493319881648e-07,0.00746683116834747,9.138402540503215e-08,0.004387650735841043,0.004388684781236203,0.00438757747240871,0.0043887307075669195,29.870757930502986,30.33931168954469,30.33931168954469,29.870757930502986
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,4,1048576,1,1048576,1024,256,0,2097152.0,2113544.0,2113544.0,2097152.0,2098175.0,0.9922443062458127,0.9922443062458127,4814.304,30159.36,15,0.0064837552574524195,0.006500914141947872,3.4716823758243703e-05,0.5340298764173723,1.3222340413056484e-05,0.006469998349268884,0.006557837584133232,0.0064687510244711,0.006565834236977923,323.44712542774283,325.975289948012,325.975289948012,323.44712542774283
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,4,134217728,1,134217728,2112,256,0,268435456.0,268469256.0,268469256.0,268435456.0,268437567.0,0.9998741010404558,0.9998741010404558,4814.304,30159.36,15,0.10922635302824132,0.1093615686192232,0.00023490823749533433,0.21479962336059885,9.717660791733196e-05,0.10911828279495239,0.10970258923137888,0.10908188539392807,0.10970588291392606,2457.6070568848336,2457.9165060155874,2457.9165060155874,2457.6070568848336
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,4,16777216,1,16777216,2112,256,0,33554432.0,33588232.0,33588232.0,33554432.0,33556543.0,0.9989936951727617,0.9989936951727617,4814.304,30159.36,15,0.01959038174299951,0.019581596657859246,3.794165257595164e-05,0.19376179194623244,3.081142000515777e-05,0.019516716764258552,0.019633122093903804,0.019513573574396734,0.019648220057008683,1712.8013348688548,1714.5266713346475,1714.5266713346475,1712.8013348688548
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,4,4096,1,4096,4,256,0,8192.0,8264.0,8264.0,8192.0,8195.0,0.9912875121006777,0.9912875121006777,4814.304,30159.36,15,0.004201737972384064,0.004201967556374409,8.565947383346246e-07,0.020385562878398843,2.96749928361921e-07,0.004201350890547457,0.00420303164062746,0.004201350890547457,0.004204846543200984,1.9496694115249322,1.966805177837163,1.966805177837163,1.9496694115249322
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,dot,4,65536,1,65536,64,256,0,131072.0,132104.0,132104.0,131072.0,131135.0,0.9921879731120935,0.9921879731120935,4814.304,30159.36,15,0.00438559403778742,0.0043851601925343825,1.0763918854418834e-06,0.02454623863626263,8.429554373499265e-07,0.0043833859028665064,0.004386699381263327,0.004383367488982011,0.004386727139507119,29.886943221522447,30.12225911968995,30.12225911968995,29.886943221522447
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,1,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.004357581203048294,0.004357350436416832,1.2452794074398095e-06,0.028578821593790306,8.11106449848803e-07,0.004355617632737031,0.00435883515589946,0.004355134996207985,0.00435908098478575,481.2651565811241,242.7475130606939,483.14509859901904,481.2651565811241
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,1,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.02466148705199976,0.024671509820925554,6.81250685329435e-05,0.2761284940703632,6.285176028896985e-05,0.02459319421162083,0.024773176696612977,0.024592028057981864,0.024785925284750373,1360.600515664327,681.2967914129724,1360.9326935245967,1360.600515664327
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,1,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.0033199110681058964,0.0033218366103864236,3.6322342291607166e-06,0.10934415671751492,1.3363377938512694e-07,0.0033197641041083194,0.0033287955590514716,0.003319733000265872,0.0033291460575745734,157.92230250888053,81.50579773041342,160.38983848558175,157.92230250888053
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,1,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.008508351477947864,0.008513513502183852,1.2219938578259293e-05,0.14353578666580707,3.6922129955929694e-06,0.008500487791312919,0.008534604507488209,0.008496549758282337,0.008537912106775975,985.9263597351122,494.4074079335743,986.889178445791,985.9263597351122
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,1,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.11519553310187287,0.11520600331230064,3.9753239243889806e-05,0.03450622198578198,2.4558961853507477e-05,0.11515899776488311,0.11527050003524898,0.11515361578889595,0.11529029432193254,1165.1296225288952,583.2048360815106,1165.2007363974578,1165.1296225288952
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,2,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.003796797109885774,0.0037967863223221697,3.1792120339999373e-07,0.0083734289056738,2.2075455385558995e-07,0.0037963437759487278,0.0037971766027058845,0.0037963178931179524,0.0037973744397886426,552.3476602264619,278.60113916696054,554.5052682742215,552.3476602264619
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,2,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.017940827823282074,0.017947651641537443,2.1612961012903105e-05,0.12042222260923982,1.5473648493469216e-05,0.01792438014536821,0.01798093479141416,0.017922107410053963,0.01798096381628466,1870.2833743522092,936.511523631929,1870.7399865041507,1870.2833743522092
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,2,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.0032260047417512153,0.0032280010153568923,3.7646024735607967e-06,0.11662333610339888,3.300570013517641e-07,0.003225574334726953,0.0032341617831771266,0.0032254401538614028,0.003234459913510848,162.51928994853048,83.87836400175621,165.05865385397627,162.51928994853048
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,2,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.006594241344304182,0.006597769396180173,7.641932387304688e-06,0.11582600009829142,2.6242336542562153e-06,0.00659134567191226,0.006612038177889952,0.006591179919405788,0.006612829303958693,1272.111159116994,637.9190236392349,1273.3534551708194,1272.111159116994
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,2,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.06681007367593271,0.06682779259151883,5.6625264017766e-05,0.08473310552674511,4.1926348650897505e-05,0.06675370490109479,0.06691648871810348,0.06674592583267777,0.06693526109059651,2008.9444692282962,1005.5757807703403,2009.067085467873,2008.9444692282962
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,4,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.003607641621244206,0.0036077716252887236,3.1389424217034145e-07,0.008700501993255215,1.373619044056293e-07,0.0036074147690841694,0.003608255102744627,0.0036072059584876964,0.00360829528622711,581.3082950508627,293.20872499391663,583.5790305784053,581.3082950508627
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,4,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.014519148155572516,0.014519431570969438,1.7941756849877312e-05,0.12357065606997018,1.721219880389778e-05,0.014498170984563399,0.014540030901309033,0.014495859030965393,0.014541629117092631,2311.0468768873093,1157.2160997304372,2311.6110973162367,2311.0468768873093
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,4,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.0032255868662733594,0.0032271921910902225,3.444821693715137e-06,0.10674361766323542,2.0632221562136288e-07,0.003225233272683139,0.0032341441933524213,0.003225217879364231,0.0032343112561370444,162.54034435777865,83.88923046199807,165.08003723836896,162.54034435777865
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,4,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.005689737143015886,0.005691159229233198,2.7410568190421505e-06,0.04816341818310835,1.0115169482372358e-06,0.005688603281610238,0.00569640941211572,0.005688317811209613,0.005697060311849207,1474.3401653092112,739.3297606311328,1475.779950626896,1474.3401653092112
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,gemv,4,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.06235737760527795,0.06237024098885159,4.211439650667206e-05,0.06752322235567414,3.428419097131069e-05,0.062320954859757624,0.06244383138768814,0.062315964899143254,0.06245136260986328,2152.395324408892,1077.3800082688795,2152.5266961938287,2152.395324408892
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,register_decode,1,134217728,1,134217728,528,256,256,34603008.0,135168.0,135168.0,34603008.0,34603008.0,256.0,256.0,4814.304,30159.36,15,0.008188570562889958,0.008191350561495662,1.609840084636158e-05,0.19652926248858,2.0967815516342164e-06,0.008173629969053301,0.008218738178344311,0.00815971621881166,0.008222514858831725,4225.769044089144,16.506910328473218,16.506910328473218,4225.769044089144
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,register_decode,2,134217728,1,134217728,528,256,256,69206016.0,270336.0,270336.0,69206016.0,69206016.0,256.0,256.0,4814.304,30159.36,15,0.009777021808784548,0.00977635311479328,3.943585790122125e-06,0.04033800481444161,5.649919269466036e-07,0.009772060698821765,0.009779259337096655,0.009762554809826763,0.009779522999995897,7078.435269298381,27.6501377706968,27.6501377706968,7078.435269298381
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,register_decode,4,134217728,1,134217728,528,256,256,138412032.0,540672.0,540672.0,138412032.0,138412032.0,256.0,256.0,4814.304,30159.36,15,0.014085104940279649,0.014083442034506951,7.0907940569815015e-06,0.050348444929924005,9.25084508204832e-07,0.014076084141047149,0.014086749160570558,0.014058073276625966,0.014087228754603123,9826.837115297483,38.386082481630794,38.386082481630794,9826.837115297483
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,1,1048576,1,1048576,2112,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.004730050956454059,0.004728610271373979,2.8571538042428215e-06,0.06042269589311336,2.1186465925596143e-06,0.004724689938621326,0.004732017727578233,0.004724509444827742,0.004732169603046618,221.68386972010083,221.68386972010083,221.68386972010083,221.68386972010083
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,1,134217728,1,134217728,2112,256,0,134217728.0,134217728.0,134217728.0,134217728.0,134217728.0,1.0,1.0,4814.304,30159.36,15,0.21148034216652453,0.211479106419523,0.00010045528161275301,0.04750127958904565,9.059906005859375e-05,0.211343596015178,0.21161031857342788,0.2113221396862621,0.21163177490234375,634.6581749632022,634.6581749632022,634.6581749632022,634.6581749632022
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,1,16777216,1,16777216,2112,256,0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,1.0,1.0,4814.304,30159.36,15,0.01645238659227201,0.016463445245563035,1.837871646875745e-05,0.11163347765080088,9.948795836881713e-06,0.016444110403446118,0.01648674478145679,0.016442437796435127,0.016491789566843135,1019.7436041212749,1019.7436041212749,1019.7436041212749,1019.7436041212749
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,1,4096,1,4096,16,256,0,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,1.0,4814.304,30159.36,15,0.0022844150763351207,0.002284385552307697,7.627811540328313e-07,0.03339108642419254,7.368949201816757e-07,0.002283369393505013,0.0022854051303165903,0.0022833572755626016,0.0022856720867792594,1.7930191594476774,1.7930191594476774,1.7930191594476774,1.7930191594476774
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,1,65536,1,65536,256,256,0,65536.0,65536.0,65536.0,65536.0,65536.0,1.0,1.0,4814.304,30159.36,15,0.002467998742988602,0.002467869865607135,1.5864514853260423e-06,0.06428424397231132,1.0042001080041475e-06,0.0024649112326866124,0.0024698839865875902,0.0024647370834636165,0.0024702194064486586,26.55430850043292,26.55430850043292,26.55430850043292,26.55430850043292
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,2,1048576,1,1048576,2048,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.004366335763392343,0.00436748017257203,2.4896666057580275e-06,0.057004645868646286,1.572273872994627e-06,0.004364543230586321,0.004370885438161439,0.004364029293075924,0.004371013922539038,240.1501068221397,240.1501068221397,240.1501068221397,240.1501068221397
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,2,134217728,1,134217728,2112,256,0,134217728.0,134217728.0,134217728.0,134217728.0,134217728.0,1.0,1.0,4814.304,30159.36,15,0.11261479059855144,0.11260929396658233,4.551106181090035e-05,0.04041501390143349,2.1573269005967233e-05,0.11253910425937538,0.11268712824041194,0.11252654682506215,0.1126884836139101,1191.8303740266106,1191.8303740266106,1191.8303740266106,1191.8303740266106
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,2,16777216,1,16777216,2112,256,0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,1.0,1.0,4814.304,30159.36,15,0.011066954873419257,0.011064179656642466,1.3616746686826649e-05,0.12307054937102117,1.3930019192340964e-05,0.011048393527360277,0.011082973578288807,0.011046608186932639,0.01108612152073459,1515.9740137999222,1515.9740137999222,1515.9740137999222,1515.9740137999222
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,2,4096,1,4096,8,256,0,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,1.0,4814.304,30159.36,15,0.0022859043253603125,0.0022858320518581833,2.8576420447817343e-07,0.012501539832984312,2.2017962340815586e-07,0.0022854560144536756,0.002286273250884254,0.0022853143804337076,0.0022863533448306953,1.7918510213039531,1.7918510213039531,1.7918510213039531,1.7918510213039531
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,2,65536,1,65536,128,256,0,65536.0,65536.0,65536.0,65536.0,65536.0,1.0,1.0,4814.304,30159.36,15,0.0024690677479162638,0.0024685436892800073,1.9266993556875286e-06,0.0780500407610563,1.0506069491999365e-06,0.002465454879220336,0.002470624711168214,0.0024630233254996975,0.002470624711168214,26.54281157546536,26.54281157546536,26.54281157546536,26.54281157546536
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,4,1048576,1,1048576,1024,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.0033925619231292056,0.003390301579459799,5.259868746633415e-06,0.1551445682148285,3.6575169770017985e-06,0.003381346221125626,0.0033964968291459994,0.003380190467629455,0.0033997392534825246,309.08087273255205,309.08087273255205,309.08087273255205,309.08087273255205
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,4,134217728,1,134217728,2112,256,0,134217728.0,134217728.0,134217728.0,134217728.0,134217728.0,1.0,1.0,4814.304,30159.36,15,0.0700362127933776,0.07004378438946543,6.086639507523883e-05,0.086897639249191,5.435030996514545e-05,0.06995491000453821,0.07011850712972395,0.06994740700607664,0.07013297651373028,1916.4047090320566,1916.4047090320566,1916.4047090320566,1916.4047090320566
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,4,16777216,1,16777216,2112,256,0,16777216.0,16777216.0,16777216.0,16777216.0,16777216.0,1.0,1.0,4814.304,30159.36,15,0.009493635770555295,0.009494702240348532,7.959987170649327e-06,0.08383609058136332,6.0762051966433556e-06,0.009484814721263751,0.009506014112674077,0.00948224206430806,0.009508655775926014,1767.20662193876,1767.20662193876,1767.20662193876,1767.20662193876
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,4,4096,1,4096,4,256,0,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,1.0,4814.304,30159.36,15,0.0022855333376305435,0.0022854230789960393,3.966878460209889e-07,0.017357304635045926,2.516604671307966e-07,0.002284984748817595,0.002285974828636895,0.0022849785994139833,0.002286417766561743,1.7921418745291207,1.7921418745291207,1.7921418745291207,1.7921418745291207
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_decode,4,65536,1,65536,64,256,0,65536.0,65536.0,65536.0,65536.0,65536.0,1.0,1.0,4814.304,30159.36,15,0.0023739403660363134,0.00237205988586909,4.172479931708099e-06,0.1759011210705315,2.7956742586869587e-06,0.0023664336239676512,0.0023768671021707523,0.0023659993285466306,0.002377172913214173,27.60642219055536,27.60642219055536,27.60642219055536,27.60642219055536
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,1,1048576,1,1048576,2112,256,0,0.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.004749256595515292,0.004750613983658939,5.625247861204111e-06,0.11841096499428745,1.3504161120916208e-06,0.00474407799457653,0.004760824274871534,0.0047415143204731355,0.004761691711797623,0.0,220.78739670334235,220.78739670334235,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,1,134217728,1,134217728,2112,256,0,0.0,134217728.0,134217728.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.20666578080919054,0.20665419190018267,0.00010208470111222482,0.049398804918282704,8.311536577013112e-05,0.20651413069831,0.20680581861072117,0.20651288827260336,0.20686399936676025,0.0,649.4434031336806,649.4434031336806,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,1,16777216,1,16777216,2112,256,0,0.0,16777216.0,16777216.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.015953126462917883,0.01595394950854354,2.4024186526472472e-05,0.15058457163605302,1.63883838838752e-05,0.015917805792058554,0.015985020966205785,0.01591658245012598,0.01599510665078765,0.0,1051.6569300066456,1051.6569300066456,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,1,4096,1,4096,16,256,0,0.0,4096.0,4096.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.002215312957763672,0.0022143465169270835,2.732954278582889e-06,0.12342035258219176,1.5617370605468944e-06,0.0022105967203776044,0.002217195561726888,0.0022102442423502606,0.0022174463907877603,0.0,1.8489486939736297,1.8489486939736297,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,1,65536,1,65536,256,256,0,0.0,65536.0,65536.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0024729326938061004,0.002472834106878186,5.076606487282987e-07,0.020529506905305174,1.5421116605733587e-07,0.0024718352784501747,0.002473481144465453,0.0024718161508546655,0.002473595531274241,0.0,26.501327821879894,26.501327821879894,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,2,1048576,1,1048576,2048,256,0,0.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.004537121669666187,0.004537215345614664,1.0784106862171963e-06,0.023768117756621538,7.567373481957157e-07,0.004535555436804488,0.004538678438276858,0.004534675865559964,0.004538905378934499,0.0,231.11039913486553,231.11039913486553,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,2,134217728,1,134217728,2112,256,0,0.0,134217728.0,134217728.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.10904627905951605,0.1090395016140408,4.0163293248598874e-05,0.036833709485175344,2.1807352701824767e-05,0.10897780453717267,0.10909222073025174,0.10894246277985749,0.10909819426359954,0.0,1230.8327176092428,1230.8327176092428,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,2,16777216,1,16777216,2112,256,0,0.0,16777216.0,16777216.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.010684858454336034,0.010686079661051432,2.280743699385179e-05,0.21343128366317743,1.2276589673737223e-05,0.010652636458771458,0.010722455569226356,0.010651564047281499,0.010723933921788786,0.0,1570.1860788985573,1570.1860788985573,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,2,4096,1,4096,8,256,0,0.0,4096.0,4096.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0021008157705485237,0.0021008179204596482,1.4598388206147028e-07,0.006948906929998472,6.622054494424129e-08,0.0021005860172600616,0.0021010561585118616,0.0021005513807148064,0.0021010966539752192,0.0,1.9497187984887094,1.9497187984887094,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,2,65536,1,65536,128,256,0,0.0,65536.0,65536.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.002380195355239606,0.002380162238293647,1.699909200060828e-07,0.007141988780056873,8.721837182557382e-08,0.002379869601129672,0.0023803639861035794,0.0023797412989994167,0.002380431235373557,0.0,27.533874417380634,27.533874417380634,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,4,1048576,1,1048576,1024,256,0,0.0,1048576.0,1048576.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.0034173877797789133,0.0034177511031109734,1.1586115708400007e-06,0.03389982289188309,4.867232084766748e-07,0.003416675489856691,0.0034196909658646864,0.0034163813798610476,0.0034198533607171827,0.0,306.83553274362004,306.83553274362004,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,4,134217728,1,134217728,2112,256,0,0.0,134217728.0,134217728.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.06721439795060591,0.06722441731077253,5.4749692607382376e-05,0.08144316425128596,4.6400590376430295e-05,0.06715723644603383,0.06730869943445379,0.06715214469216087,0.06731491088867188,0.0,1996.8597814211334,1996.8597814211334,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,4,16777216,1,16777216,2112,256,0,0.0,16777216.0,16777216.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.00948621384266067,0.009487633023593619,1.3479308336646343e-05,0.1420724041826483,3.867556812029924e-06,0.009468420438348009,0.00950966373235102,0.009465471609818926,0.009511784648234519,0.0,1768.5892684129462,1768.5892684129462,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,4,4096,1,4096,4,256,0,0.0,4096.0,4096.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.00210052129538264,0.002100516067528309,1.9952526043210414e-07,0.009498868564565983,1.474048218668214e-07,0.0021002412520589233,0.0021007639901226565,0.0021001138327987946,0.0021008853504115798,0.0,1.9499921324310379,1.9499921324310379,0.0
NVIDIA H200 NVL,sm_90,normal_0_1,fp8_e4m3,8,stream_load,4,65536,1,65536,64,256,0,0.0,65536.0,65536.0,0.0,0.0,0.0,0.0,4814.304,30159.36,15,0.002288158768457724,0.0022881630971922093,2.268381583416538e-07,0.009913548497482784,1.1822856064384185e-07,0.0022878121991529534,0.0022884766057873446,0.0022877231895500885,0.0022886671242139016,0.0,28.64136916695379,28.64136916695379,0.0
