gpu,compute_capability,distribution,format,strategy,storage_bits,component,lanes,n,m,blocks,threads,decode_repeats,warmup,round,sample,order_position,iterations,total_time_ms,time_ms,decoded_values,source_bytes,lookup_bytes_requested,useful_flops,decoded_gvalues_per_s,source_gb_per_s,lookup_gb_per_s,useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,16384,1024,1024,256,0,10,2,2,8,446,19.427040100097656,0.04355838587465842,33554432,134356992,0,33554432,770.33230975442177,3084.5264190142261,0,770.33230975442177
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,16384,1024,1024,256,0,10,2,2,9,532,19.420864105224609,0.036505383656437233,33554432,134356992,0,33554432,919.16393252541866,3680.4706194700666,0,919.16393252541866
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,16384,1024,1024,256,0,10,2,2,10,221,17.376287460327148,0.078625735114602482,33554432,16801792,0,33554432,426.7614407813432,213.69328980530636,0,426.7614407813432
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,16384,1024,1024,256,0,10,2,2,11,285,19.206304550170898,0.067390542281301397,33554432,16801792,0,33554432,497.91010524796184,249.31973287684809,0,497.91010524796184
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,16384,1024,1024,256,0,10,2,3,0,669,18.584768295288086,0.027779922713435105,33554432,16801792,134217728,33554432,1207.866283363423,604.81780936972189,4831.465133453692,1207.866283363423
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,16384,1024,1024,256,0,10,2,3,1,996,18.05036735534668,0.018122858790508716,33554432,16801792,134217728,33554432,1851.4977348702339,927.1049448776489,7405.9909394809356,1851.4977348702339
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,16384,1024,1024,256,0,10,2,3,2,195,17.576927185058594,0.090138088128505614,33554432,16801792,0,33554432,372.25586538027113,186.40058102903711,0,372.25586538027113
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,16384,1024,1024,256,0,10,2,3,3,246,19.353696823120117,0.078673564321626491,33554432,16801792,0,33554432,426.50199325945954,213.5633760193241,0,426.50199325945954
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,16384,1024,1024,256,0,10,2,3,4,457,19.083263397216797,0.041757687958898899,33554432,16801792,0,33554432,803.551001986193,402.3640393246294,0,803.551001986193
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,16384,1024,1024,256,0,10,2,3,5,668,18.332735061645508,0.027444214164139981,33554432,16801792,134217728,33554432,1222.6413844213453,612.21618150590302,4890.5655376853811,1222.6413844213453
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,16384,1024,1024,256,0,10,2,3,6,988,17.920095443725586,0.018137748424823467,33554432,16801792,134217728,33554432,1849.977803974673,926.34386619923191,7399.9112158986918,1849.977803974673
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,16384,1024,1024,256,0,10,2,3,7,446,19.411264419555664,0.043523014393622564,33554432,134356992,0,33554432,770.9583646144863,3087.0332368267063,0,770.9583646144863
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,16384,1024,1024,256,0,10,2,3,8,532,19.362720489501953,0.036396091145680362,33554432,134356992,0,33554432,921.92405678109139,3691.5225720865919,0,921.92405678109139
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,16384,1024,1024,256,0,10,2,3,9,221,17.359136581420898,0.078548129327696378,33554432,16801792,0,33554432,427.18308236232662,213.9044194153154,0,427.18308236232662
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,16384,1024,1024,256,0,10,2,3,10,285,19.215776443481445,0.067423776994671739,33554432,16801792,0,33554432,497.66467403111648,249.19683750923338,0,497.66467403111648
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,16384,1024,1024,256,0,10,2,3,11,449,18.727327346801758,0.041708969591986098,33554432,16801792,0,33554432,804.48959368315593,402.83402261820129,0,804.48959368315593
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,16384,1024,1024,256,0,10,2,4,0,996,18.035808563232422,0.018108241529349822,33554432,16801792,134217728,33554432,1852.9922933496887,927.85331876470002,7411.9691733987547,1852.9922933496887
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,16384,1024,1024,256,0,10,2,4,1,195,17.56889533996582,0.090096899179311893,33554432,16801792,0,33554432,372.42604690778069,186.48579643746535,0,372.42604690778069
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,16384,1024,1024,256,0,10,2,4,2,246,19.342592239379883,0.0786284237373166,33554432,16801792,0,33554432,426.74684808764971,213.68598277045157,0,426.74684808764971
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,16384,1024,1024,256,0,10,2,4,3,457,19.080671310424805,0.041752015996553184,33554432,16801792,0,33554432,803.66016344624097,402.4187000068946,0,803.66016344624097
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,16384,1024,1024,256,0,10,2,4,4,668,18.336448669433594,0.027449773457235919,33554432,16801792,134217728,33554432,1222.3937677399979,612.09219180535536,4889.5750709599915,1222.3937677399979
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,16384,1024,1024,256,0,10,2,4,5,988,17.91276741027832,0.018130331386921376,33554432,16801792,134217728,33554432,1850.734621663069,926.72282935326041,7402.938486652276,1850.734621663069
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,16384,1024,1024,256,0,10,2,4,6,446,19.496576309204102,0.043714296657408301,33554432,134356992,0,33554432,767.58485359991494,3073.5251913799325,0,767.58485359991494
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,16384,1024,1024,256,0,10,2,4,7,532,19.439840316772461,0.036541053227015903,33554432,134356992,0,33554432,918.26669011259366,3676.8779259122675,0,918.26669011259366
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,16384,1024,1024,256,0,10,2,4,8,221,17.382272720336914,0.07865281773908106,33554432,16801792,0,33554432,426.61449347322565,213.61970852382464,0,426.61449347322565
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,16384,1024,1024,256,0,10,2,4,9,285,19.232383728027344,0.067482048168516995,33554432,16801792,0,33554432,497.2349374489562,248.98165446967997,0,497.2349374489562
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,16384,1024,1024,256,0,10,2,4,10,449,18.738719940185547,0.041734342851192756,33554432,16801792,0,33554432,804.00048755148953,402.58911132033813,0,804.00048755148953
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,16384,1024,1024,256,0,10,2,4,11,669,18.565664291381836,0.027751366653784509,33554432,16801792,134217728,33554432,1209.1091735629573,605.44016478945935,4836.4366942518291,1209.1091735629573
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,65536,1024,1024,256,0,10,0,0,0,132,19.806240081787109,0.15004727334687204,134217728,537403392,0,134217728,894.50294567980541,3581.5605309778393,0,894.50294567980541
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,65536,1024,1024,256,0,10,0,0,1,151,19.795839309692383,0.13109827357412174,134217728,537403392,0,134217728,1023.7947788390559,4099.2408011853577,0,1023.7947788390559
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,0,2,58,19.966560363769531,0.34425104075464708,134217728,67182592,0,134217728,389.88328896777108,195.15581377103823,0,389.88328896777108
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,0,3,75,20.133951187133789,0.26845268249511717,134217728,67182592,0,134217728,499.96791521143115,250.25859818413983,0,499.96791521143115
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,0,4,119,19.728191375732422,0.16578312080447413,134217728,67182592,0,134217728,809.59827121542367,405.24386122056205,0,809.59827121542367
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,0,5,168,20.416831970214844,0.12152876172746931,134217728,67182592,536870912,134217728,1104.4112199627768,552.81228118376055,4417.6448798511074,1104.4112199627768
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,0,6,261,19.571008682250977,0.074984707594831335,134217728,67182592,536870912,134217728,1789.934672083079,895.95057652303046,7159.7386883323161,1789.934672083079
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,0,7,52,20.164031982421875,0.38776984581580531,134217728,67182592,0,134217728,346.12729547762416,173.25378114086885,0,346.12729547762416
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,0,8,64,20.011327743530273,0.31267699599266052,134217728,67182592,0,134217728,429.25360586216743,214.86259897922577,0,429.25360586216743
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,0,9,119,19.782976150512695,0.16624349706313191,134217728,67182592,0,134217728,807.35625977014945,404.12162392425506,0,807.35625977014945
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,0,10,167,20.195232391357422,0.12092953527758936,134217728,67182592,536870912,134217728,1109.8837657145384,555.5515602188068,4439.5350628581537,1109.8837657145384
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,0,11,262,19.64201545715332,0.074969524645623356,134217728,67182592,536870912,134217728,1790.2971725436369,896.13202588075978,7161.1886901745474,1790.2971725436369
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,65536,1024,1024,256,0,10,0,1,0,151,19.810976028442383,0.13119851674465155,134217728,537403392,0,134217728,1023.0125410733466,4096.1087467622438,0,1023.0125410733466
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,1,1,58,19.97337532043457,0.34436854000749262,134217728,67182592,0,134217728,389.75025998913765,195.08922620672107,0,389.75025998913765
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,1,2,75,20.12188720703125,0.26829182942708335,134217728,67182592,0,134217728,500.26766855558617,250.40863951564708,0,500.26766855558617
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,1,3,119,19.727680206298828,0.16577882526301535,134217728,67182592,0,134217728,809.61924894242497,405.25436160747233,0,809.61924894242497
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,1,4,168,20.282688140869141,0.1207302865527925,134217728,67182592,536870912,134217728,1111.7154761436748,556.46842162196504,4446.8619045746991,1111.7154761436748
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,1,5,261,19.560928344726562,0.074946085611979171,134217728,67182592,536870912,134217728,1790.8570795129961,896.41228693152357,7163.4283180519842,1790.8570795129961
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,1,6,52,20.174911499023438,0.38797906728891224,134217728,67182592,0,134217728,345.94064297817778,173.16035235986547,0,345.94064297817778
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,1,7,64,20.021600723266602,0.31283751130104065,134217728,67182592,0,134217728,429.03335805802232,214.75235409142098,0,429.03335805802232
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,1,8,119,19.773952484130859,0.16616766793387278,134217728,67182592,0,134217728,807.72468957927833,404.3060412133583,0,807.72468957927833
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,1,9,167,20.22230339050293,0.12109163706887982,134217728,67182592,536870912,134217728,1108.3979971602312,554.8078597846104,4433.5919886409247,1108.3979971602312
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,1,10,262,19.637599945068359,0.074952671546062444,134217728,67182592,536870912,134217728,1790.6997206566011,896.33352106352459,7162.7988826264045,1790.6997206566011
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,65536,1024,1024,256,0,10,0,1,11,132,19.778783798217773,0.14983927119861951,134217728,537403392,0,134217728,895.74466644386996,3586.5323402944532,0,895.74466644386996
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,2,0,58,19.967039108276367,0.34425929497028218,134217728,67182592,0,134217728,389.87394083749052,195.15113457081665,0,389.87394083749052
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,2,1,75,20.123584747314453,0.26831446329752606,134217728,67182592,0,134217728,500.22546809625345,250.38751610457609,0,500.22546809625345
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,2,2,119,19.727424621582031,0.16577667749228597,134217728,67182592,0,134217728,809.62973821360072,405.25961200498898,0,809.62973821360072
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,2,3,168,20.307424545288086,0.12087752705528623,134217728,67182592,536870912,134217728,1110.3612993225145,555.79058933984004,4441.4451972900579,1110.3612993225145
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,2,4,261,19.565824508666992,0.074964844860793078,134217728,67182592,536870912,134217728,1790.4089343376527,896.18796817035457,7161.6357373506107,1790.4089343376527
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,2,5,52,20.193056106567383,0.38832800204937273,134217728,67182592,0,134217728,345.62979566674494,173.00475795062104,0,345.62979566674494
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,2,6,64,20.025568008422852,0.31289950013160706,134217728,67182592,0,134217728,428.94836183358348,214.70980928938098,0,428.94836183358348
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,2,7,119,19.772064208984375,0.16615180007549896,134217728,67182592,0,134217728,807.80182904435469,404.34465331987019,0,807.80182904435469
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,2,8,167,20.252384185791016,0.12127176159156297,134217728,67182592,536870912,134217728,1106.7516974977107,553.98380561393594,4427.0067899908427,1106.7516974977107
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,2,9,262,19.630464553833008,0.074925437228370265,134217728,67182592,536870912,134217728,1791.3506142234282,896.65932539345317,7165.402456893713,1791.3506142234282
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,65536,1024,1024,256,0,10,0,2,10,132,19.779552459716797,0.14984509439179391,134217728,537403392,0,134217728,895.70985653401726,3586.3929625542032,0,895.70985653401726
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,65536,1024,1024,256,0,10,0,2,11,151,19.879392623901367,0.13165160678080376,134217728,537403392,0,134217728,1019.4917576924736,4082.0116452871071,0,1019.4917576924736
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,3,0,75,20.160575866699219,0.26880767822265628,134217728,67182592,0,134217728,499.30764213076537,249.92809894497114,0,499.30764213076537
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,3,1,119,19.774528503417969,0.16617250843208378,134217728,67182592,0,134217728,807.70116107897593,404.29426403861584,0,807.70116107897593
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,3,2,168,20.306848526000977,0.12087409836905343,134217728,67182592,536870912,134217728,1110.3927955698643,555.80635476492046,4441.5711822794574,1110.3927955698643
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,3,3,261,19.632352828979492,0.075219742639768175,134217728,67182592,536870912,134217728,1784.3417604175634,893.15104841213611,7137.3670416702535,1784.3417604175634
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,3,4,52,20.23151969909668,0.38906768652108997,134217728,67182592,0,134217728,344.97269408346131,172.67584620229897,0,344.97269408346131
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,3,5,64,20.07084846496582,0.31360700726509094,134217728,67182592,0,134217728,427.98064102740602,214.22541730137675,0,427.98064102740602
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,3,6,119,19.85443115234375,0.16684395926339285,134217728,67182592,0,134217728,804.45062915411552,402.66721250567025,0,804.45062915411552
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,3,7,167,20.287359237670898,0.12148119303994551,134217728,67182592,536870912,134217728,1104.8436769621323,553.02874723916307,4419.3747078485294,1104.8436769621323
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,3,8,262,19.714687347412109,0.075246898272565296,134217728,67182592,536870912,134217728,1783.6978145441406,892.8287217453917,7134.7912581765622,1783.6978145441406
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,65536,1024,1024,256,0,10,0,3,9,132,19.793952941894531,0.14995418895374646,134217728,537403392,0,134217728,895.05821035382746,3583.7837925672266,0,895.05821035382746
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,65536,1024,1024,256,0,10,0,3,10,151,19.87379264831543,0.13161452084977104,134217728,537403392,0,134217728,1019.7790269145174,4083.1618618542025,0,1019.7790269145174
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,3,11,58,19.979776382446289,0.34447890314562568,134217728,67182592,0,134217728,389.62539294680852,195.02672409404155,0,389.62539294680852
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,4,0,119,19.726655960083008,0.16577021815195805,134217728,67182592,0,134217728,809.66128594320503,405.27540319947661,0,809.66128594320503
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,4,1,168,20.265344619750977,0.12062705130804152,134217728,67182592,536870912,134217728,1112.6669063413676,556.94465935702851,4450.6676253654705,1112.6669063413676
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,4,2,261,19.55833625793457,0.074936154244960043,134217728,67182592,536870912,134217728,1791.0944236777009,896.53108939091942,7164.3776947108036,1791.0944236777009
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,4,3,52,20.174816131591797,0.38797723329984224,134217728,67182592,0,134217728,345.94227825804381,173.16117089808452,0,345.94227825804381
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,4,4,64,20.016767501831055,0.31276199221611023,134217728,67182592,0,134217728,429.13695186868847,214.80420790253382,0,429.13695186868847
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,0,4,5,119,19.789472579956055,0.16629808890719375,134217728,67182592,0,134217728,807.09122324853115,403.98896007453635,0,807.09122324853115
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,0,4,6,167,20.314176559448242,0.12164177580507929,134217728,67182592,536870912,134217728,1103.3851414260232,552.29867827360943,4413.5405657040928,1103.3851414260232
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,0,4,7,262,19.649375915527344,0.074997617998195973,134217728,67182592,536870912,134217728,1789.6265452487908,895.79634384676103,7158.506180995163,1789.6265452487908
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,65536,1024,1024,256,0,10,0,4,8,132,19.777919769287109,0.14983272552490234,134217728,537403392,0,134217728,895.78379843122389,3586.6890234916204,0,895.78379843122389
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,65536,1024,1024,256,0,10,0,4,9,151,19.923871994018555,0.13194617214581825,134217728,537403392,0,134217728,1017.2157768371741,4072.8986924008459,0,1017.2157768371741
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,0,4,10,58,19.925567626953125,0.34354426943022631,134217728,67182592,0,134217728,390.68539324670513,195.55730651954522,0,390.68539324670513
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,0,4,11,75,20.116863250732422,0.26822484334309898,134217728,67182592,0,134217728,500.39260467873891,250.47117620668564,0,500.39260467873891
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x4,64,gemv,4,65536,1024,1024,256,0,10,1,0,0,151,19.883199691772461,0.131676819150811,134217728,537403392,0,134217728,1019.2965539840301,4081.2300560245576,0,1019.2965539840301
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,1,0,1,58,19.991199493408203,0.34467585333462419,134217728,67182592,0,134217728,389.40275827705403,194.91528446228759,0,389.40275827705403
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,1,0,2,75,20.128383636474609,0.26837844848632814,134217728,67182592,0,134217728,500.10620732401088,250.32782020655597,0,500.10620732401088
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,1,0,3,119,19.730239868164062,0.16580033502658875,134217728,67182592,0,134217728,809.51421466353509,405.20178677097482,0,809.51421466353509
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,1,0,4,168,20.297727584838867,0.1208198070526123,134217728,67182592,536870912,134217728,1110.891759176154,556.05611065696041,4443.5670367046159,1110.891759176154
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,1,0,5,261,19.542367935180664,0.07487497293172668,134217728,67182592,536870912,134217728,1792.5579502029852,897.26365659269311,7170.231800811941,1792.5579502029852
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,1,0,6,52,20.156255722045898,0.38762030234703648,134217728,67182592,0,134217728,346.26083099185774,173.32062225123445,0,346.26083099185774
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,1,0,7,64,20.021024703979492,0.31282851099967957,134217728,67182592,0,134217728,429.04570165645003,214.75853267117594,0,429.04570165645003
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,1,0,8,119,19.760448455810547,0.16605418870429031,134217728,67182592,0,134217728,808.27667791635929,404.58233859814834,0,808.27667791635929
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,1,0,9,167,20.20591926574707,0.12099352853740761,134217728,67182592,536870912,134217728,1109.2967501853116,555.25772999693243,4437.1870007412463,1109.2967501853116
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,1,0,10,262,19.64454460144043,0.074979177868093244,134217728,67182592,536870912,134217728,1790.0666800604547,896.01665302586593,7160.2667202418188,1790.0666800604547
NVIDIA H200 NVL,sm_90,uniform_0_1,fp64_e11m52,current_x1,64,gemv,1,65536,1024,1024,256,0,10,1,0,11,132,19.79350471496582,0.14995079329519562,134217728,537403392,0,134217728,895.07847908331337,3583.8649478969992,0,895.07847908331337
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x1,8,gemv,1,65536,1024,1024,256,0,10,1,1,0,58,19.976831436157227,0.34442812820960733,134217728,67182592,0,134217728,389.68283077716467,195.05547456076218,0,389.68283077716467
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,current_x4,8,gemv,4,65536,1024,1024,256,0,10,1,1,1,75,20.125663757324219,0.26834218343098959,134217728,67182592,0,134217728,500.17379408600209,250.36165071406879,0,500.17379408600209
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,branchless_x4,8,gemv,4,65536,1024,1024,256,0,10,1,1,2,119,19.724800109863281,0.16575462277196035,134217728,67182592,0,134217728,809.73746466578041,405.31353440698638,0,809.73746466578041
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x1,8,gemv,1,65536,1024,1024,256,0,10,1,1,3,168,20.286432266235352,0.12075257301330566,134217728,67182592,536870912,134217728,1111.5102945691322,556.36571812508862,4446.0411782765286,1111.5102945691322
NVIDIA H200 NVL,sm_90,uniform_0_1,e2m5,lut_x4,8,gemv,4,65536,1024,1024,256,0,10,1,1,4,261,19.549312591552734,0.074901580810546875,134217728,67182592,536870912,134217728,1791.9211657159153,896.94491455299203,7167.6846628636613,1791.9211657159153
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x1,8,gemv,1,65536,1024,1024,256,0,10,1,1,5,52,20.173599243164062,0.38795383159930891,134217728,67182592,0,134217728,345.9631457864408,173.17161612515875,0,345.9631457864408
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,current_x4,8,gemv,4,65536,1024,1024,256,0,10,1,1,6,64,20.021087646484375,0.31282949447631836,134217728,67182592,0,134217728,429.0443528180827,214.75785751105326,0,429.0443528180827
